ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source
2520,2520,425,,,
2521,2521,426,,,
2522,2522,425,,,
2523,2523,424,,,
2524,2524,425,,,
2527,2527,425,,,
2528,2528,425,,,
2530,2530,425,,,
2531,2531,427,,,
2532,2532,426,,,
2533,2533,425,,,
2534,2534,425,,,
2535,2535,424,,,
2536,2536,425,,,
2537,2537,428,,,
2538,2538,425,,,
2539,2539,424,,,
2541,2541,429,,,
2542,2542,424,,,
2543,2543,424,,,
2544,2544,424,,,
2545,2545,424,,,
2546,2546,424,,,
2548,2548,424,,,
2550,2550,424,,,
2555,2555,430,,,
2556,2556,424,,,
2557,2557,424,,,
2558,2558,424,,,
